Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
urlz.fr,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
ilovemymess.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
lectiocolombia.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
lloydbank-online-help-deviceremoval-gb.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
mainehomeconnection.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
m42club.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
wwwinterbank.bancapor-internet.com,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
beansbulletsbandagesandyou.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
autoatendimento.caixaresidencial.com.br,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
s.id,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
verifynewpayee-feb.com,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,0,1
evening-whip-aster.glitch.me,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
unitus.mk.ua,0,0,1,11,0,0,0,0,1,1,1,1,0,0,1,0,1
littlefoots.ru:443,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.do,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
n26-particulares-infouser.web5.gr,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
mail.bancoaztecagt.com,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
actionfilmz.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
whatsapps-invites.zzux.com,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1
langingcann.com,0,0,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
onlinepayee-restricted-service.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
5x726-alternate.app.link,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
betasusgirsenesende.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
flywed.turbo.site,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
deregisteranunauthorised-device.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
svelte-kdy6dk.stackblitz.io,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
amozan.szaisz.cn,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
licensekeysfree.org,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
oceantires.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
hrtm-shop.000webhostapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
bestserviciewellsfargoauth8.000webhostapp.com,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
nabagejec1893.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
fr.imsly.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
webexert.com,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
birrasalentoshop.it,0,0,1,6,0,0,0,0,1,1,1,1,1,0,1,0,1
taijishentie.com,0,0,1,2,1,0,0,0,1,1,1,1,0,0,1,0,1
hectorsantana.mx,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
deregister-device-seclloyd.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
att-discounts.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
taijishentie.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
beansbulletsbandagesandyou.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
sparkassbank-de.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
3wondersexpeditions.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
157.240.194.18,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
monremboursementgouv.blogspot.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1
starliker.net,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
rulesfb-4u0rrs.webport.ca,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
claimeventpubgmobile.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
whitefordkenworth-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
device-confirmationuk.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
keramikadecor.com.ua,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
copyrightformbusinessaccount.ml,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
bit.do,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
attnett.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
citycouncil-refund.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
communinfos.club,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
linktr.ee,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
ambientaris.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
ranknteu.gorlkuten.jp,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
vectorsrobot.com,0,0,0,2,0,0,1,0,1,0,1,1,0,0,1,0,1
auto24.email,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
containerhouse.mn,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
glsword.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
yarekutenda.ratekute.top,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
xn--bay-5la.com.3676239199.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
unionheightsresidental.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
nithed.kbu.ac.th,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
rakutoen-pr9m.cc,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
newsimdigital.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1
wejgj234jg234.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
alservic-tirmiles.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
rajwebtechnology.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
secure.runescape.com-vzla.ru,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
fanfaronquays.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
webindextesting.pro,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
sexy-grupwa-bind.duckdns.org,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
hortipower.co.uk,0,0,1,5,0,0,0,0,1,1,1,1,1,0,1,0,1
chileloteo.cl,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
webdatamltrainingdiag842.blob.core.windows.net,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
synerquest.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
expriseven.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
mundodosmoveisonline.com.br,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
email302.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,1,1
lloydbanking-customersupport.com,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
paypal-uk-webcmd-login.done-login-access-krf41asdsge4h6g354sa3sdwej5yxncv54er.sentient.asia,0,0,1,4,0,0,0,1,1,1,1,1,0,0,1,0,1
famous8536ylu.allsalelist.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
creativecombat.com,0,0,1,4,0,0,1,0,1,1,1,1,0,0,1,0,1
ge-ge.snprobbx.pbz.r.de.a2ip.ru,0,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
piandizano.it,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
xjmr7.mjt.lu,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
olx-qa.me,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
messelive.tv,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
alamdi.net,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
huschhus.ch,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
cocovip.net,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
rplg.co,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
equalchances.org,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
join-groupwhatsap82ebm.xxuz.com,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
secure.login.aliexpress.com.coin-balance.com,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
1drv.ms,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
powercontrol.co.uk,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
4jv02.app.link,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
prestige-nation.com,0,0,0,3,0,0,0,1,1,1,1,1,0,0,1,0,1
successgroup.org,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
manuscript.ge,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,1
livebyuh-my.sharepoint.com,0,0,1,5,0,0,1,1,1,0,1,1,0,0,1,0,1
kisa.link,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
royalmail.delivery-approval.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
loydsbank.co.uk-mydevice.uk,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
activefb-669617056.sunconstanta.ro,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
restbetgirisadresimiz1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
jameshallybone.co.uk,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
authorcheck.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
olxpt.delivery-z.me,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
jackson44.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
btvccxe.weebly.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bancoiinng.site44.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
desdeelamor.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
mail.join-grup18.whatsapp-803.ml,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
todayif.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
tupurse.club,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
smbc-card.ac8898.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
sirdarnell.org,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
unitus.mk.ua,0,0,1,11,0,0,0,0,1,1,1,1,0,0,1,0,1
stolizaparketa.ru,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
enternetnow.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
68.178.252.133,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
payu.okta-emea.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
activefb-915776097.sunconstanta.ro,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
odontologicomonterrico.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
934354637282-343432.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
opjkk.creatorlink.net,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
busanopen.org,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
fairauditors.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
onedrive.live.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
shortenlink.top,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
olx-pl.24pays.online,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
unauthorised-request.com,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1
secure-personalbank-device.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
htiitrevcm.000webhostapp.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
blindssollihul.com,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
pontofrio.webpremios.com.br,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
ht.ly,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1
join-whatsappk8wh.xxuz.com,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
bit.do,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
nocontent-mullzsiy.velocityhub.com,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
betasus23.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
columbiaps-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
pemblokiran-fb7383.ml,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
payee-alert-reverse-cancellation.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
vogotelecom.com.br,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
protect-mylogindetails.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
pu6gmobile.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
nonstop-ks.com,0,1,1,7,0,0,0,1,1,1,1,1,0,0,1,0,1
nisveceras.com,0,0,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
accountchckecker-update-now.drpiza.com,0,0,1,4,0,0,0,1,1,1,1,1,0,0,1,1,1
ashubajaj.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
amazon.co.jp.solucionservnrsmintony002.ga,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
saifmobile.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
celtabet88.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
businesscrapers.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
solbjerg-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
birrasalentoshop.it,0,0,1,6,0,0,0,0,1,1,1,1,1,0,1,0,1
206.189.85.218,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
joins-grubwhatsapp.xxxy.biz,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
freepubgs.live,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
simp.ly,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,1,1
faturaonlinecredicar.tempsite.ws,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
o2-updatebill.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
updatemysantan.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
issi.associateneed.link,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
naturblog.es,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
secureloginaccess.xyz,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
rb.gy,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
steamproxy.net,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
mail.reservation-ouicar.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
storage.cloud.google.com,0,1,1,2,0,0,1,0,1,1,1,1,0,0,1,0,1
rattkuten.rektaten.top,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
hortipower.co.uk,0,0,1,5,0,0,0,0,1,1,1,1,1,0,1,0,1
suspfacebookcom-25623011.nightaway.ca,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
remove-unauthorised-device.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
qualitasc-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
real-markt.de,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
denypayeeapplication.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
kutt.it,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
true-fish.ru,0,0,1,4,0,0,0,1,1,1,1,1,0,0,1,0,1
secureonline-site.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
settingyouraccount39.webnode.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
sindicombustiveis.com.br,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
equalchances.org,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
rekuraten.yatenku.top,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
paypal.verylegit.link,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
whatsapps.myz.info,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
serveur987452.flywheelsites.com,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
eharmonyservice.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
51jianli.cn,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
mylovejar.com,0,0,1,9,0,0,0,0,1,0,1,1,0,0,1,0,1
utrackafrica.com,0,1,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
newingtonroad.co.za,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
reset-new-paye.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
fedner.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
verify-registerdevice.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
ernestostepl.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
tiendaunikas.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
angularjs-qgoay2.stackblitz.io,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
78.143.96.35,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
id.sls.g.u.1yerqfxfm.mastery.edu.sa,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
qualitasc-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
lloydbank-securedbanking.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
support.paypal.com.kulturabgru.kultura4.cp.regruhosting.ru,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
alpineridgefinancial.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
sconsumer.e-pagos.cl,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
soytablaroquero.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
orlandoareavacations.orlandoareavacation.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
lloydbanking-devicesupport.com,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
royal-updateinfo.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
xj45g.mjt.lu,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
ekvarika.ru,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
rb.gy,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
muxt.mi-me.com,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
dasopa.000webhostapp.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
cutt.ly,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
paypal.com.service.id999.sorttheweb.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
xqr3u.mjt.lu,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
hasmob.com,0,0,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
westportvillagegallery.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
51jianli.cn,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
videobigo.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
copay-paxful.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
indopump.com,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0,1
mapeigroup-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
onlinea-w03mtb.serveirc.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1
paulmitchellforcongress.com,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
dev.klinikmatanusantara.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
u.to,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
secure-confirmpayees.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
dnss-45afc.web.app,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
ukrebate-cov.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
festivalfrostnews16.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
temporaryserver13.com,0,1,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
starmak.com.tr,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
amaaz0n-c0-jp.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
situspemblokiranfacebook.eveentluckspinnff.ml,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
67deac72043739575.tempsite.link,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
coinly.cz,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
hitsem.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
resilient-unique-gardenia.glitch.me,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
cteam-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
web.royale-freefire1garena-bonus.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
gkjx168.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
forms.office.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
nextdoormke-purdue.ml,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
impotspublicservice.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
bankpayees-unregister.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
taijishentie.com,0,0,1,2,1,0,0,0,1,1,1,1,0,0,1,0,1
aksoydanismanlik.com,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
secure.runescape.com-vc.ru,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
nocontent-dfcrlajk.velocityhub.com,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
pubgmobilecz.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
cutt.ly,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
joeypmemorialfoundation.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
eye-lucir.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
1drv.ms,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
sso.secureserver.net,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
kjuasdxa.kjkljnxczdsa.top,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
securehalifaxonline-account.com,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1
eliotecae-my.sharepoint.com,0,0,1,7,0,0,1,1,1,1,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
marciaantunes.com,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
www-europe564598-com.filesusr.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
mail.delpaz.org,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
amazon-check-co-jp.x6r.top,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
sportcareers.ph,0,0,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
mbankia.es,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
halifax-security-de-register-device.com,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
royalmail-shippingfee-services.com,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
lloydbanking-devicesupport.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
myeeupdatingsupport.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
nbpropiedades.cl,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
amazon-check-co-jp.f1b.top,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
igvc.link,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
mcpss-co.gq,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
eliotecae-my.sharepoint.com,0,0,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
docsharex-authorize.firebaseapp.com,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
